"","Country","Year","MIO_EUR.S1.B1GQ","MIO_EUR.S1.B5GQ","MIO_EUR.S13.AF_81L","MIO_EUR.S13.B9","MIO_EUR.S13.D41PAY","MIO_EUR.S13.GD","MIO_EUR.S13.GD_F2","MIO_EUR.S13.GD_F3","MIO_EUR.S13.GD_F31","MIO_EUR.S13.GD_F32","MIO_EUR.S13.GD_F4","MIO_EUR.S13.GD_F41","MIO_EUR.S13.GD_F42","MIO_EUR.S13.IGL_F4_EA17","MIO_EUR.S13.IGL_F4_EA18","MIO_EUR.S13.IGL_F4_EA19","MIO_EUR.S13.IGL_F4_EU25","MIO_EUR.S13.IGL_F4_EU27","MIO_EUR.S13.IGL_F4_EU28","MIO_EUR.S13.P51G","MIO_EUR.S1311.B9","MIO_EUR.S1311.B9_OB","MIO_EUR.S1311.F4_ACQ_ORWB","MIO_EUR.S1311.F4_DIS_ORWB","MIO_EUR.S1311.F5_ACQ_ORWB","MIO_EUR.S1311.F5_DIS_ORWB","MIO_EUR.S1311.F71K_ORWB","MIO_EUR.S1311.F8_ASS_ORWB","MIO_EUR.S1311.F8_LIAB_ORWB","MIO_EUR.S1311.FNDL_ORWB","MIO_EUR.S1311.FNDX_ORWB","MIO_EUR.S1311.FT","MIO_EUR.S1311.GD","MIO_EUR.S1311.ORD41A_ORWB","MIO_EUR.S1311.OROA_ORWB","MIO_EUR.S1311.ORWB","MIO_EUR.S1311.ORWB_E","MIO_EUR.S1312.B9","MIO_EUR.S1312.B9_OB","MIO_EUR.S1312.F4_ORWB","MIO_EUR.S1312.F5_ORWB","MIO_EUR.S1312.F71K_ORWB","MIO_EUR.S1312.F8_ASS_ORWB","MIO_EUR.S1312.F8_LIAB_ORWB","MIO_EUR.S1312.FNDL_ORWB","MIO_EUR.S1312.FNDX_ORWB","MIO_EUR.S1312.FT","MIO_EUR.S1312.GD","MIO_EUR.S1312.ORD41A_ORWB","MIO_EUR.S1312.ORNF_ORWB","MIO_EUR.S1312.OROA_ORWB","MIO_EUR.S1312.ORWB","MIO_EUR.S1313.B9","MIO_EUR.S1313.B9_OB","MIO_EUR.S1313.F4_ORWB","MIO_EUR.S1313.F5_ORWB","MIO_EUR.S1313.F71K_ORWB","MIO_EUR.S1313.F8_ASS_ORWB","MIO_EUR.S1313.F8_LIAB_ORWB","MIO_EUR.S1313.FNDL_ORWB","MIO_EUR.S1313.FNDX_ORWB","MIO_EUR.S1313.FT","MIO_EUR.S1313.GD","MIO_EUR.S1313.ORD41A_ORWB","MIO_EUR.S1313.ORNF_ORWB","MIO_EUR.S1313.OROA_ORWB","MIO_EUR.S1313.ORWB","MIO_EUR.S1314.B9","MIO_EUR.S1314.B9_OB","MIO_EUR.S1314.F4_ORWB","MIO_EUR.S1314.F5_ORWB","MIO_EUR.S1314.F71K_ORWB","MIO_EUR.S1314.F8_ASS_ORWB","MIO_EUR.S1314.F8_LIAB_ORWB","MIO_EUR.S1314.FNDL_ORWB","MIO_EUR.S1314.FNDX_ORWB","MIO_EUR.S1314.FT","MIO_EUR.S1314.GD","MIO_EUR.S1314.ORD41A_ORWB","MIO_EUR.S1314.ORNF_ORWB","MIO_EUR.S1314.OROA_ORWB","MIO_EUR.S1314.ORWB","MIO_NAC.S1.B1GQ","MIO_NAC.S1.B5GQ","MIO_NAC.S13.AF_81L","MIO_NAC.S13.B9","MIO_NAC.S13.D41PAY","MIO_NAC.S13.GD","MIO_NAC.S13.GD_F2","MIO_NAC.S13.GD_F3","MIO_NAC.S13.GD_F31","MIO_NAC.S13.GD_F32","MIO_NAC.S13.GD_F4","MIO_NAC.S13.GD_F41","MIO_NAC.S13.GD_F42","MIO_NAC.S13.IGL_F4_EA17","MIO_NAC.S13.IGL_F4_EA18","MIO_NAC.S13.IGL_F4_EA19","MIO_NAC.S13.IGL_F4_EU25","MIO_NAC.S13.IGL_F4_EU27","MIO_NAC.S13.IGL_F4_EU28","MIO_NAC.S13.P51G","MIO_NAC.S1311.B9","MIO_NAC.S1311.B9_OB","MIO_NAC.S1311.F4_ACQ_ORWB","MIO_NAC.S1311.F4_DIS_ORWB","MIO_NAC.S1311.F5_ACQ_ORWB","MIO_NAC.S1311.F5_DIS_ORWB","MIO_NAC.S1311.F71K_ORWB","MIO_NAC.S1311.F8_ASS_ORWB","MIO_NAC.S1311.F8_LIAB_ORWB","MIO_NAC.S1311.FNDL_ORWB","MIO_NAC.S1311.FNDX_ORWB","MIO_NAC.S1311.FT","MIO_NAC.S1311.GD","MIO_NAC.S1311.ORD41A_ORWB","MIO_NAC.S1311.ORNF_ORWB","MIO_NAC.S1311.OROA_ORWB","MIO_NAC.S1311.ORWB","MIO_NAC.S1311.ORWB_E","MIO_NAC.S1312.B9","MIO_NAC.S1312.B9_OB","MIO_NAC.S1312.F4_ORWB","MIO_NAC.S1312.F5_ORWB","MIO_NAC.S1312.F71K_ORWB","MIO_NAC.S1312.F8_ASS_ORWB","MIO_NAC.S1312.F8_LIAB_ORWB","MIO_NAC.S1312.FNDL_ORWB","MIO_NAC.S1312.FNDX_ORWB","MIO_NAC.S1312.FT","MIO_NAC.S1312.GD","MIO_NAC.S1312.ORD41A_ORWB","MIO_NAC.S1312.ORNF_ORWB","MIO_NAC.S1312.OROA_ORWB","MIO_NAC.S1312.ORWB","MIO_NAC.S1312.ORWB_E","MIO_NAC.S1313.B9","MIO_NAC.S1313.B9_OB","MIO_NAC.S1313.F4_ORWB","MIO_NAC.S1313.F5_ORWB","MIO_NAC.S1313.F71K_ORWB","MIO_NAC.S1313.F8_ASS_ORWB","MIO_NAC.S1313.F8_LIAB_ORWB","MIO_NAC.S1313.FNDL_ORWB","MIO_NAC.S1313.FNDX_ORWB","MIO_NAC.S1313.FT","MIO_NAC.S1313.GD","MIO_NAC.S1313.ORD41A_ORWB","MIO_NAC.S1313.ORNF_ORWB","MIO_NAC.S1313.OROA_ORWB","MIO_NAC.S1313.ORWB","MIO_NAC.S1313.ORWB_E","MIO_NAC.S1314.B9","MIO_NAC.S1314.B9_OB","MIO_NAC.S1314.F4_ORWB","MIO_NAC.S1314.F5_ORWB","MIO_NAC.S1314.F71K_ORWB","MIO_NAC.S1314.F8_ASS_ORWB","MIO_NAC.S1314.F8_LIAB_ORWB","MIO_NAC.S1314.FNDL_ORWB","MIO_NAC.S1314.FNDX_ORWB","MIO_NAC.S1314.FT","MIO_NAC.S1314.GD","MIO_NAC.S1314.ORD41A_ORWB","MIO_NAC.S1314.ORNF_ORWB","MIO_NAC.S1314.OROA_ORWB","MIO_NAC.S1314.ORWB","MIO_NAC.S1314.ORWB_E","PC_GDP.S1.B1GQ","PC_GDP.S1.B5GQ","PC_GDP.S13.AF_81L","PC_GDP.S13.B9","PC_GDP.S13.D41PAY","PC_GDP.S13.GD","PC_GDP.S13.GD_F2","PC_GDP.S13.GD_F3","PC_GDP.S13.GD_F31","PC_GDP.S13.GD_F32","PC_GDP.S13.GD_F4","PC_GDP.S13.GD_F41","PC_GDP.S13.GD_F42","PC_GDP.S13.IGL_F4_EA17","PC_GDP.S13.IGL_F4_EA18","PC_GDP.S13.IGL_F4_EA19","PC_GDP.S13.IGL_F4_EU25","PC_GDP.S13.IGL_F4_EU27","PC_GDP.S13.IGL_F4_EU28","PC_GDP.S13.P51G","PC_GDP.S1311.B9","PC_GDP.S1311.B9_OB","PC_GDP.S1311.F4_ACQ_ORWB","PC_GDP.S1311.F4_DIS_ORWB","PC_GDP.S1311.F5_ACQ_ORWB","PC_GDP.S1311.F5_DIS_ORWB","PC_GDP.S1311.F71K_ORWB","PC_GDP.S1311.F8_ASS_ORWB","PC_GDP.S1311.F8_LIAB_ORWB","PC_GDP.S1311.FNDX_ORWB","PC_GDP.S1311.FT","PC_GDP.S1311.GD","PC_GDP.S1311.ORD41A_ORWB","PC_GDP.S1311.OROA_ORWB","PC_GDP.S1311.ORWB","PC_GDP.S1311.ORWB_E","PC_GDP.S1312.B9","PC_GDP.S1312.B9_OB","PC_GDP.S1312.F4_ORWB","PC_GDP.S1312.F5_ORWB","PC_GDP.S1312.F71K_ORWB","PC_GDP.S1312.F8_ASS_ORWB","PC_GDP.S1312.F8_LIAB_ORWB","PC_GDP.S1312.FNDX_ORWB","PC_GDP.S1312.FT","PC_GDP.S1312.GD","PC_GDP.S1312.ORD41A_ORWB","PC_GDP.S1312.ORNF_ORWB","PC_GDP.S1312.OROA_ORWB","PC_GDP.S1312.ORWB","PC_GDP.S1313.B9","PC_GDP.S1313.B9_OB","PC_GDP.S1313.F4_ORWB","PC_GDP.S1313.F5_ORWB","PC_GDP.S1313.F71K_ORWB","PC_GDP.S1313.F8_ASS_ORWB","PC_GDP.S1313.F8_LIAB_ORWB","PC_GDP.S1313.FNDX_ORWB","PC_GDP.S1313.FT","PC_GDP.S1313.GD","PC_GDP.S1313.ORD41A_ORWB","PC_GDP.S1313.ORNF_ORWB","PC_GDP.S1313.OROA_ORWB","PC_GDP.S1313.ORWB","PC_GDP.S1314.B9","PC_GDP.S1314.B9_OB","PC_GDP.S1314.F4_ORWB","PC_GDP.S1314.F5_ORWB","PC_GDP.S1314.F71K_ORWB","PC_GDP.S1314.F8_ASS_ORWB","PC_GDP.S1314.F8_LIAB_ORWB","PC_GDP.S1314.FNDX_ORWB","PC_GDP.S1314.FT","PC_GDP.S1314.GD","PC_GDP.S1314.ORD41A_ORWB","PC_GDP.S1314.ORNF_ORWB","PC_GDP.S1314.OROA_ORWB","PC_GDP.S1314.ORWB"
"649","Romania",2013,144253.4,141538.1,3069.3,-3040.9,2521.1,54200.9,944.4,35784.6,2355.5,33429.1,17888.1,88.4,17799.7,0,0,0,0,0,0,6509.5,-3857.2,489.9,23.4,-1.5,0,0,0,185,96.8,594.6,567.4,589.3,52560.8,-109.8,-856.7,-4341,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.3,-27.9,-0.5,0,0,46.3,173.1,340.1,340.1,339.7,3635.3,-0.8,-528.8,-3.9,161.2,654.1,0,0,0,0,10,599.1,0,0,0,777.4,0,0,0,45,637456,625456.8,13563.4,-13437.6,11140.8,242332.4,4222.3,158132.3,10409,147723.3,79977.8,395.4,79582.4,0,0,0,0,0,0,28765.3,-17044.9,2164.7,103.5,-6.6,0,0,0,817.7,427.8,2627.4,2507.2,2604.1,234999.5,-485.2,0,-3785.6,-19183,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717,-123.4,-2.1,0,0,204.6,765.1,1503.1,1503.1,1501,16253.4,-3.5,-2336.6,-17.3,712.1,0,2890.4,0,0,0,0,44,2647.5,0,0,0,3475.7,0,0,0,198.8,0,100,98.1,2.1,-2.1,1.7,38,0.7,24.8,1.6,23.2,12.5,0.1,12.5,0,0,0,0,0,0,4.5,-2.7,0.3,0,0,0,0,0,0.1,0.1,0.4,0.4,36.9,-0.1,-0.6,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0,0,0.1,0.2,0.2,2.5,0,-0.4,0,0.1,0.5,0,0,0,0,0,0.4,0,0,0.5,0,0,0,0
"650","Romania",2014,150230,149003.5,2091.8,-1305.6,2497,59298.5,1506.8,41510.6,2410.6,39100,16643.1,76.1,16567,0,0,0,0,0,0,6403.1,-2346.5,1283.1,25.6,-26.7,0,0,0,192.5,136.1,589.6,582.9,581.8,58030.7,-237.6,-321.5,-4748.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763.6,32.9,1.2,0,0,-4.2,377.1,363.5,326.3,327.5,3654.1,1.1,-318,-6.1,352.2,277.2,0,0,0,0,-33.8,207.5,0,0,0,775.3,0,0,0,103.5,667577,662127,9295.4,-5801.9,11096.1,265823.3,6754.7,184460.7,10712.2,173748.5,74607.9,341.3,74266.6,0,0,0,0,0,0,28453.3,-10427.2,5701.8,113.6,-118.5,0,0,0,855.3,604.8,2620.1,2590.3,2585.4,260140.2,-1055.7,0,-1428.7,-21102.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3393.4,146.4,5.3,0,0,-18.5,1675.9,1615.2,1450.1,1455.5,16380.4,5.1,-1413.2,-27.1,1565,0,1231.9,0,0,0,0,-150.2,922.2,0,0,0,3475.7,0,0,0,460,0,100,99.2,1.4,-0.9,1.7,39.8,1,27.6,1.6,26,11.2,0.1,11.1,0,0,0,0,0,0,4.3,-1.6,0.9,0,0,0,0,0,0.1,0.1,0.4,0.4,39,-0.2,-0.2,-3.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0,0,0,0.3,0.2,0.2,2.5,0,-0.2,0,0.2,0.2,0,0,0,0,0,0.1,0,0,0.5,0,0,0,0.1
"651","Romania",2015,160352.8,157309.6,1772.2,-1189.5,2639,60542.6,1934.7,44095.3,2026.3,42069,15278.7,25,15253.7,0,0,0,0,0,0,8162.5,-2699.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3899.1,NA,NA,NA,NA,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,794.4,NA,NA,NA,NA,712832.3,699304.1,7878.1,-5287.9,11731.5,273894.6,8752.7,196021.1,9007.7,187013.4,69120.8,113.1,69007.7,0,0,0,0,0,0,36285.6,-12001.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271441.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5117.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,17639.5,NA,NA,NA,NA,NA,1595.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3593.9,NA,NA,NA,NA,NA,100,98.1,1.1,-0.7,1.6,38.4,1.2,27.5,1.3,26.2,9.7,0,9.7,0,0,0,0,0,0,5.1,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA
"652","Serbia",1995,201841.2,NA,NA,-14129.8,10279.3,151472.1,5733.4,126273.5,27950.7,98322.9,10251.6,439.8,9811.8,NA,NA,NA,NA,NA,NA,10343.9,-15036.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-687.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1883562,NA,NA,-131858,95925,1317398,49865,1178372,260833,917539,89161,3825,85336,NA,NA,NA,NA,NA,NA,96528,-140316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,-7,5.1,69.9,2.6,62.6,13.8,48.7,4.7,0.2,4.5,NA,NA,NA,NA,NA,NA,5.1,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Serbia",1996,226904.6,NA,NA,-7004.6,11716.1,157512,7387.3,140990.2,30280.3,110709.8,10986,683.6,10302.4,NA,NA,NA,NA,NA,NA,11208,-7765.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-701.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932025,NA,NA,-59642,99759,1359014,63738,1200489,257828,942661,94787,5898,88889,NA,NA,NA,NA,NA,NA,95433,-66123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,-3.1,5.2,70.3,3.3,62.1,13.3,48.8,4.9,0.3,4.6,NA,NA,NA,NA,NA,NA,4.9,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Serbia",1997,233408.2,NA,NA,-3627.4,11656.9,157329.2,7311.7,136524.1,23061,113463.1,14761.4,3817.1,10944.3,NA,NA,NA,NA,NA,NA,10165.9,-3737.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1036.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019261,NA,NA,-31381,100846,1373846,63848,1181097,199505,981592,128901,33332,95569,NA,NA,NA,NA,NA,NA,87947,-32330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,-1.6,5,68,3.2,58.5,9.9,48.6,6.4,1.7,4.7,NA,NA,NA,NA,NA,NA,4.4,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Serbia",1998,237893.8,NA,NA,2037,10322,149083.7,5348.8,140588.6,29114.1,111474.6,11623.4,1884.6,9738.8,NA,NA,NA,NA,NA,NA,10322.8,-423.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-326.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2787.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2121037,NA,NA,18162,92030,1414506,50749,1253474,259578,993896,110283,17881,92402,NA,NA,NA,NA,NA,NA,92037,-3778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0.9,4.3,66.7,2.4,59.1,12.2,46.9,5.2,0.8,4.4,NA,NA,NA,NA,NA,NA,4.3,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Serbia",1999,254085,NA,NA,1979,9704.9,160621,8946.1,134091.6,26018.2,108073.5,13746.5,1371.2,12375.2,NA,NA,NA,NA,NA,NA,11043.8,7386.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-785.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4622.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2237854,NA,NA,17430,85476,1375317,76601,1181012,229155,951857,117704,11741,105963,NA,NA,NA,NA,NA,NA,97268,65056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0.8,3.8,61.5,3.4,52.8,10.2,42.5,5.3,0.5,4.7,NA,NA,NA,NA,NA,NA,4.3,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Serbia",2000,281859.3,NA,NA,9119,9295,136313.5,3671,123654,27029,96625.1,14394.5,3060.1,11334.3,NA,NA,NA,NA,NA,NA,11091.4,9928.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1017.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2380358,NA,NA,77012,78498,1203825,32420,1044283,228265,816018,127122,27025,100097,NA,NA,NA,NA,NA,NA,93669,83848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,3.2,3.3,50.6,1.4,43.9,9.6,34.3,5.3,1.1,4.2,NA,NA,NA,NA,NA,NA,3.9,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Serbia",2001,267758.3,NA,NA,3853,6945.3,137827.6,5205.6,117116.1,25131.2,91984.8,16086.4,5488.4,10598,NA,NA,NA,NA,NA,NA,11124.4,17764.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-552.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13359.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478130,NA,NA,35660,64279,1281962,48418,1083921,232592,851329,149623,51049,98574,NA,NA,NA,NA,NA,NA,102957,164416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1.4,2.6,51.7,2,43.7,9.4,34.4,6,2.1,4,NA,NA,NA,NA,NA,NA,4.2,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Serbia",2002,280520.4,NA,NA,-4121.7,8124.8,139839.5,4855.8,118876.4,26435.7,92440.8,15999.5,4850.9,11148.6,NA,NA,NA,NA,NA,NA,12195.6,-5224.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1492.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2595.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2569876,NA,NA,-37759,74432,1279923,44444,1089039,242180,846859,146440,44399,102041,NA,NA,NA,NA,NA,NA,111725,-47863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,-1.5,2.9,49.8,1.7,42.4,9.4,33,5.7,1.7,4,NA,NA,NA,NA,NA,NA,4.3,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
